,KIC,KOI,Kepler,Period,Rp
2354,7289317,2450.02,               ,7.19310749,0.939
2357,7604328,2458.01, Kepler-1245 b ,4.3540979,1.301
2358,7604328,2458.02, Kepler-1245 c ,2.93659,1.313
2363,8544992,2466.01, Kepler-388 b  ,3.17323603,1.072
2364,8544992,2466.02, Kepler-388 c  ,13.29723692,1.109
2370,8753896,2473.01, Kepler-389 b  ,3.24414738,1.271
2371,8753896,2473.03, Kepler-389 c  ,14.51244174,1.256
2379,11125613,2485.01, Kepler-1254 b ,9.99116477,1.358
2380,11125613,2485.02, Kepler-1254 c ,3.6008407,1.18
2381,11125613,2485.03, Kepler-1254 d ,5.72716427,1.207
2392,5959719,2498.01, Kepler-390 b  ,6.73804605,0.782
2393,5959719,2498.02, Kepler-390 c  ,13.06023239,0.829
2406,7183745,2521.01, Kepler-1266 b ,28.47481322,1.967
2407,7183745,2521.02, Kepler-1266 c ,4.86630538,1.366
2409,7778767,2523.01, Kepler-1267 b ,13.03140708,2.521
2410,7778767,2523.02,               ,2.61090571,1.581
2415,8463346,2529.01, Kepler-436 c  ,16.79708753,2.063
2416,8463346,2529.02, Kepler-436 b  ,64.00157095,2.143
2420,11074835,2533.01, Kepler-1270 b ,6.03354343,2.791
2421,11074835,2533.03,               ,26.11513055,2.406
2422,1996180,2534.01, Kepler-1271 b ,3.02558432,1.32
2423,1996180,2534.02,               ,5.42197778,1.024
2427,12306058,2541.01, Kepler-391 b  ,7.4168568,2.261
2428,12306058,2541.02, Kepler-391 c  ,20.48579208,2.523
2439,10471621,2554.01,               ,39.75580407,1.263
2440,10471621,2554.02,               ,10.27120938,0.97
2446,5175024,2563.01, Kepler-1279 b ,23.47700398,2.315
2447,5175024,2563.02,               ,6.2614703,1.398
2448,9026749,2564.01, Kepler-1280 b ,66.5577045,2.857
2449,9026749,2564.02,               ,17.66396615,1.611
2455,9896018,2579.01, Kepler-1859 b ,2.72960744,1.302
2456,9896018,2579.02,               ,3.59647062,1.329
2457,9896018,2579.03,               ,10.30132666,1.394
2462,7673841,2585.01, Kepler-392 b  ,5.34182216,0.966
2463,7673841,2585.02, Kepler-392 c  ,10.42309397,0.99
2464,7673841,2585.03,               ,7.87845619,0.764
2471,8212002,2593.01, Kepler-1285 b ,14.79670528,1.114
2472,8212002,2593.02,               ,9.55404765,0.759
2474,8883329,2595.01, Kepler-393 b  ,9.18249038,1.423
2475,8883329,2595.02, Kepler-393 c  ,14.61372243,1.301
2476,12120307,2597.01, Kepler-394 b  ,8.00503248,1.384
2477,12120307,2597.02, Kepler-394 c  ,12.1307292,1.476
2478,12120307,2597.03, Kepler-394 d  ,5.61355807,1.294
2485,2305866,2610.01,               ,24.10773551,2.398
2486,2305866,2610.02,               ,115.2283254,2.99
2487,9602613,2612.01,               ,4.61225771,0.552
2488,9602613,2612.02,               ,7.57302667,0.564
2495,10916600,2623.01, Kepler-1293 b ,5.57652377,1.259
2496,10916600,2623.02,               ,4.02657894,0.948
2514,8890150,2650.01, Kepler-395 c  ,34.98978626,1.418
2515,8890150,2650.02, Kepler-395 b  ,7.05433509,1.217
2527,11253827,2672.01, Kepler-396 c  ,88.51077672,4.498
2528,11253827,2672.02, Kepler-396 b  ,42.9926169,2.999
2529,8022489,2674.01, Kepler-1311 d ,197.5112454,9.546
2530,8022489,2674.02, Kepler-1311 b ,11.17280657,1.471
2531,8022489,2674.03, Kepler-1311 c ,2.53575336,1.39
2532,5794570,2675.01, Kepler-1312 b ,5.44832831,2.055
2533,5794570,2675.02, Kepler-1312 c ,1.1161309,0.94
2537,6878240,2681.01, Kepler-397 c  ,135.4978788,6.832
2538,6878240,2681.02, Kepler-397 b  ,22.25108709,2.159
2541,7202957,2687.01,               ,1.71683458,0.735
2542,7202957,2687.02, Kepler-1869 b ,8.16733499,0.966
2547,5185897,2693.01, Kepler-398 b  ,4.08141546,0.84
2548,5185897,2693.02, Kepler-398 c  ,11.4194537,0.791
2549,5185897,2693.03, Kepler-398 d  ,6.83440524,0.855
2550,9475552,2694.01, Kepler-1315 b ,0.84337886,1.282
2551,9475552,2694.02, Kepler-1315 c ,6.56608414,1.382
2553,11071200,2696.01,               ,96.45567261,5.024
2554,11071200,2696.02,               ,44.56517149,3.072
2559,9730163,2704.01, Kepler-445 c  ,4.87122503,2.41
2560,9730163,2704.02, Kepler-445 b  ,2.98414433,1.533
2561,9730163,2704.03, Kepler-445 d  ,8.15275543,1.207
2564,5480640,2707.01, Kepler-399 d  ,58.0335465,5.09
2565,5480640,2707.02, Kepler-399 b  ,14.42511329,2.728
2566,5480640,2707.03, Kepler-399 c  ,26.67582856,3.94
2568,5272233,2711.01, Kepler-400 b  ,9.02440904,1.612
2569,5272233,2711.02, Kepler-400 c  ,17.34087448,1.377
2571,12206313,2714.01, Kepler-401 b  ,14.38312565,2.289
2572,12206313,2714.02, Kepler-401 c  ,47.31879794,2.774
2573,12206313,2714.03, Kepler-401 d  ,184.2636218,2.931
2574,9837661,2715.01, Kepler-1321 b ,11.12826312,5.172
2575,9837661,2715.02, Kepler-1321 c ,2.22650285,2.879
2576,9837661,2715.03, Kepler-1321 d ,5.72089162,2.429
2577,9092504,2716.01, Kepler-1322 b ,0.9628664,1.705
2578,9092504,2716.02, Kepler-1322 c ,6.46008024,1.945
2580,5184911,2719.01, Kepler-1324 b ,4.11584657,1.395
2581,5184911,2719.02,               ,106.2595388,1.29
2584,7673192,2722.01, Kepler-402 c  ,6.12478255,1.256
2585,7673192,2722.02, Kepler-402 e  ,11.2427106,1.292
2586,7673192,2722.03, Kepler-402 b  ,4.0287519,1.113
2587,7673192,2722.04, Kepler-402 d  ,8.92112441,1.169
2588,7673192,2722.05,               ,16.53398267,1.049
2593,9886361,2732.01, Kepler-403 b  ,7.03145274,1.698
2594,9886361,2732.02, Kepler-403 d  ,13.6116442,1.786
2595,9886361,2732.03, Kepler-403 c  ,54.28106641,2.221
2596,9886361,2732.04,               ,24.56045782,1.363
2601,4831728,2739.01, Kepler-1330 b ,10.10775159,2.973
2602,4831728,2739.02,               ,7.09552793,1.734
2605,5881813,2744.01, Kepler-1333 b ,109.6465339,2.732
2606,5881813,2744.02,               ,11.61540082,1.245
2609,9962455,2748.01, Kepler-1336 b ,23.1986074,2.613
2610,9962455,2748.02, Kepler-1336 c ,5.77720298,2.036
2616,6964929,2756.01, Kepler-1340 b ,0.66502299,1.024
2617,6964929,2756.02,               ,5.07001741,0.947
2624,9008737,2768.01, Kepler-404 b  ,11.82901246,0.997
2625,9008737,2768.02, Kepler-404 c  ,14.7477039,0.963
2637,9823519,2793.01, Kepler-1350 b ,4.49685739,2.335
2638,9823519,2793.02, Kepler-1350 c ,1.76678406,1.69
2656,6436029,2828.01, Kepler-1359 b ,59.49652757,2.249
2657,6436029,2828.02,               ,505.4590073,2.631
2666,6607357,2838.01, Kepler-1365 b ,7.69997247,1.367
2667,6607357,2838.02, Kepler-1365 c ,4.7746106,1.198
2669,6467363,2840.01,               ,3.67935053,1.435
2670,6467363,2840.02,               ,7.44647047,1.379
2672,8733898,2842.01, Kepler-446 b  ,1.56541081,1.174
2673,8733898,2842.02, Kepler-446 d  ,5.14891616,1.071
2674,8733898,2842.03, Kepler-446 c  ,3.03621178,0.938
2678,6697605,2851.01,               ,3.42065171,1.81
2679,6697605,2851.02,               ,1.2393572,1.212
2684,6345732,2857.01, Kepler-1370 b ,20.26422381,2.015
2685,6345732,2857.02, Kepler-1370 c ,7.44132897,1.314
2686,10397751,2859.01, Kepler-1371 b ,3.44620774,0.881
2687,10397751,2859.02, Kepler-1371 c ,2.0054092,0.748
2688,10397751,2859.03,               ,4.28887482,0.752
2689,10397751,2859.04,               ,2.90513115,0.759
2690,10397751,2859.05,               ,5.43099977,0.794
2696,7767162,2869.01, Kepler-1375 b ,3.30041697,2.111
2697,7767162,2869.02,               ,274.7194599,3.439
2698,10793172,2871.01, Kepler-1693 b ,12.09997491,1.115
2699,10793172,2871.02, Kepler-1693 c ,5.3637802,0.933
2700,10793172,2871.04,               ,7.97882825,0.789
2716,6716545,2906.01, Kepler-1383 b ,13.90908164,1.484
2717,6716545,2906.02,               ,145.883639,2.039
2718,6716545,2906.03,               ,21.94221467,1.348
2727,7609553,2924.01, Kepler-1387 b ,2.2795268,0.824
2728,7609553,2924.02,               ,8.85685766,1.425
2730,10122538,2926.01, Kepler-1388 b ,12.28547949,2.173
2731,10122538,2926.02, Kepler-1388 c ,5.53608548,1.894
2732,10122538,2926.03, Kepler-1388 d ,20.9571375,2.359
2733,10122538,2926.04, Kepler-1388 e ,37.63354937,2.196
2734,10122538,2926.05,               ,75.73163337,2.681
2740,4385148,2942.01,               ,13.84284542,2.139
2741,4385148,2942.02, Kepler-1886 b ,24.27562161,2.383
2746,6026737,2949.01,               ,10.17508102,1.012
2747,6026737,2949.02,               ,3.75034374,0.817
2755,8760040,2963.01, Kepler-1396 b ,18.22076933,1.579
2756,8760040,2963.02,               ,7.35098061,1.193
2761,4770174,2971.01,               ,6.09593931,1.433
2762,4770174,2971.02,               ,31.95325447,1.78
2763,8949925,2972.01,               ,13.25102892,2.562
2764,8949925,2972.02,               ,42.02969913,3.063
2766,11090556,2977.01, Kepler-1398 b ,2.78820519,0.953
2767,11090556,2977.02, Kepler-1398 c ,4.13828689,1.021
2780,6103377,3004.01, Kepler-1407 b ,20.07119833,2.509
2781,6103377,3004.02,               ,7.03953748,2.055
2790,8709688,3019.01, Kepler-1893 b ,4.17935523,1.535
2791,8709688,3019.02,               ,2.01211066,0.988
2793,11618601,3022.01, Kepler-1894 b ,2.76265288,1.14
2794,11618601,3022.02,               ,5.0536902,1.112
2798,5903749,3029.01,               ,18.9763598,1.794
2799,5903749,3029.02,               ,6.34716885,1.241
2808,9834731,3043.01,               ,3.08940077,1.681
2809,9834731,3043.02,               ,7.29332005,1.471
2814,8827575,3052.01,               ,10.12973355,1.005
2815,8827575,3052.02,               ,15.61120657,1.188
2816,2716801,3053.01, Kepler-1419 b ,42.52213444,2.776
2817,2716801,3053.02,               ,9.47663283,1.596
2819,3234843,3057.01, Kepler-405 c  ,29.72686649,2.448
2820,3234843,3057.02, Kepler-405 b  ,10.61360196,1.831
2822,4857058,3061.01,               ,7.32854962,1.266
2823,4857058,3061.02,               ,77.9200999,1.066
2827,3230805,3068.01,               ,3.91682297,0.867
2828,3230805,3068.02,               ,6.65176091,0.84
2834,2715695,3077.01, Kepler-1899 b ,4.09577042,1.394
2835,2715695,3077.02,               ,7.55843223,1.304
2837,7106173,3083.01,               ,10.18315435,0.811
2838,7106173,3083.02,               ,6.23220535,0.626
2839,7106173,3083.03,               ,8.29425613,0.684
2841,9020114,3088.01, Kepler-1901 b ,3.48413711,1.336
2842,9020114,3088.02,               ,67.87523397,1.919
2845,12406807,3091.01, Kepler-1903 b ,17.06769159,2.071
2846,12406807,3091.02,               ,7.90710728,1.409
2851,7582689,3097.01, Kepler-431 d  ,11.92175111,1.064
2852,7582689,3097.02, Kepler-431 b  ,6.80255833,0.922
2853,7582689,3097.03, Kepler-431 c  ,8.70296645,0.918
2861,8581240,3111.01,               ,10.767902,0.89
2862,8581240,3111.02,               ,4.32846867,0.662
2876,10252275,3130.01, Kepler-1907 c ,14.86391557,0.936
2877,10252275,3130.02, Kepler-1907 b ,5.65247304,0.734
2882,6444896,3138.01, Kepler-1649 b ,8.68908458,0.985
2883,6444896,3138.02, Kepler-1649 c ,19.53528018,1.015
2888,1717722,3145.01,               ,4.53699369,1.458
2889,1717722,3145.02,               ,0.97731423,1.023
2892,6278762,3158.01, Kepler-444 b  ,3.60013004,0.571
2893,6278762,3158.02, Kepler-444 c  ,4.54586316,0.709
2894,6278762,3158.03, Kepler-444 d  ,6.18944555,0.736
2895,6278762,3158.04, Kepler-444 e  ,7.74345208,0.712
2896,6278762,3158.05, Kepler-444 f  ,9.74051754,0.895
2900,4735826,3184.01, Kepler-1972 b ,7.54760148,0.651
2901,4735826,3184.02, Kepler-1972 c ,11.3224987,0.591
2902,4735826,3184.03,               ,4.02010728,0.615
2904,9002538,3196.01,               ,4.96061846,0.577
2905,9002538,3196.02,               ,6.88308994,0.715
2911,7017274,3209.01,               ,11.91268755,2.476
2912,7017274,3209.02,               ,6.77085112,1.814
2913,7983117,3214.01,               ,11.49485553,1.378
2914,7983117,3214.02,               ,25.09016112,1.177
2936,7285757,3271.01,               ,19.54898429,1.717
2937,7285757,3271.02,               ,7.41834106,1.143
2956,3632089,3308.01, Kepler-1464 b ,31.77886578,2.634
2957,3632089,3308.02, Kepler-1464 c ,5.32786836,1.525
2966,5965819,3319.01, Kepler-1468 d ,19.59077749,3.017
2967,5965819,3319.02, Kepler-1468 b ,8.23985028,2.748
2968,5965819,3319.03, Kepler-1468 c ,3.54554902,1.899
2976,3529290,3340.01,               ,8.95377977,1.639
2977,3529290,3340.02,               ,13.72823056,2.002
2978,5621333,3341.01,               ,27.09737458,2.738
2979,5621333,3341.02,               ,11.54754965,2.063
2981,11810124,3344.01,               ,11.60455577,1.431
2982,11810124,3344.02, Kepler-1471 b ,3.63901032,1.268
2983,11810124,3344.03,               ,208.5078693,2.154
2987,9349757,3348.01, Kepler-1474 b ,36.43378679,2.091
2988,9349757,3348.02,               ,17.71915853,1.351
2989,8636333,3349.01, Kepler-1475 b ,82.17460948,2.752
2990,8636333,3349.02,               ,804.7090955,4.936
3003,11125797,3371.01,               ,58.12618987,1.73
3004,11125797,3371.02, Kepler-1482 b ,12.25364559,1.29
3006,6705026,3374.01, Kepler-1483 b ,9.50855124,1.348
3007,6705026,3374.02,               ,34.10914973,1.555
3012,8644365,3384.01,               ,10.5484465,1.251
3013,8644365,3384.02, Kepler-1485 b ,19.91605833,1.507
3018,3219037,3395.01,               ,10.00501581,2.574
3019,3219037,3395.02,               ,5.03954267,1.673
3022,3561464,3398.01, Kepler-1487 b ,7.31941195,1.933
3023,3561464,3398.02,               ,35.80102743,3.067
3024,3561464,3398.03,               ,4.32711675,1.374
3026,11754430,3403.01, Kepler-1488 b ,39.81875602,2.698
3027,11754430,3403.02, Kepler-1488 c ,6.15832369,1.457
3031,9285265,3410.01, Kepler-1491 b ,16.58645051,2.285
3032,9285265,3410.02,               ,61.56736836,2.636
3038,7289338,3420.01,               ,5.77452888,1.711
3039,7289338,3420.02,               ,12.50147185,2.021
3042,9117416,3425.01, Kepler-1921 b ,20.03479967,2.336
3043,9117416,3425.02,               ,3.1572046,1.479
3044,9117416,3425.03,               ,7.6437073,1.761
3047,9230021,3429.01,               ,15.82798802,1.694
3048,9230021,3429.02, Kepler-1497 b ,8.7419614,1.86
3049,9230021,3429.04,               ,44.43539936,1.631
3056,4645174,3437.01, Kepler-1500 b ,15.03301766,1.585
3057,4645174,3437.02,               ,34.74929184,2.019
3060,3559860,3440.01,               ,33.02564289,3.037
3061,3559860,3440.02,               ,58.94134289,3.228
3063,5384713,3444.01,               ,12.67139506,0.757
3064,5384713,3444.03,               ,2.63596564,0.502
3065,5384713,3444.04,               ,14.15015401,0.742
3070,6364582,3456.01, Kepler-1505 b ,30.86070614,1.393
3071,6364582,3456.02,               ,486.1771969,1.551
3075,9967009,3462.01,               ,12.4324632,2.394
3076,9967009,3462.02,               ,30.98948511,2.793
3081,9995771,3470.01,               ,15.06151731,2.094
3082,9995771,3470.02, Kepler-1509 b ,25.43401281,2.569
3095,9474756,3495.01,               ,17.60643301,1.602
3096,9474756,3495.02,               ,6.68512028,1.305
3097,7517261,3496.01, Kepler-1511 b ,23.23813473,2.6
3098,7517261,3496.02,               ,8.54334285,1.77
3100,6058816,3500.01, Kepler-1927 b ,73.74942208,3.176
3101,6058816,3500.02,               ,4.74831259,1.242
3102,6368175,3503.01, Kepler-1703 b ,21.18558203,1.019
3103,6368175,3503.02, Kepler-1703 c ,31.82612256,1.484
3108,2581316,3681.01, Kepler-1514 b ,217.8318867,12.107
3109,2581316,3681.02, Kepler-1514 c ,10.51424353,1.184
3114,8780959,3741.03, Kepler-1518 b ,5.11179734,2.454
3115,8780959,3741.04,               ,9.63114217,2.615
3118,5437945,3791.01, Kepler-460 b  ,440.7863124,9.499
3119,5437945,3791.02, Kepler-460 c  ,220.1295992,7.939
3125,4164922,3864.01, Kepler-1698 b ,1.21069591,0.896
3126,4164922,3864.02,               ,18.25752655,0.884
3129,4472818,3878.01, Kepler-1524 b ,70.9671373,2.731
3130,4472818,3878.02,               ,15.35725274,1.075
3140,10788461,3925.01, Kepler-1530 d ,9.20746401,2.804
3141,10788461,3925.02, Kepler-1530 b ,2.59026336,1.456
3142,10788461,3925.03, Kepler-1530 c ,5.32440344,1.485
3146,4947556,3936.01,               ,141.6087749,2.597
3147,4947556,3936.02, Kepler-1930 b ,13.02682162,1.493
3159,8934103,4009.01, Kepler-1538 b ,175.1391425,2.28
3160,8934103,4009.02,               ,77.79357309,1.525
3164,11967788,4021.01,               ,7.23533253,5.658
3165,11967788,4021.02,               ,4.93212279,3.502
3168,7100673,4032.01, Kepler-1542 b ,3.95116398,0.918
3169,7100673,4032.02, Kepler-1542 c ,2.89225969,0.788
3170,7100673,4032.03, Kepler-1542 d ,5.99275223,0.985
3171,7100673,4032.04, Kepler-1542 e ,5.10112466,0.951
3172,7100673,4032.05,               ,7.23524835,0.913
3173,10089911,4034.01, Kepler-1543 b ,6.96702793,2.018
3174,10089911,4034.02,               ,11.60881837,1.896
3188,3937814,4084.01, Kepler-1549 b ,214.8795372,2.368
3189,3937814,4084.02,               ,10.72903285,2.003
3190,3937814,4084.03,               ,8.19610407,1.217
3194,5688683,4097.01, Kepler-1939 b ,2.79064277,1.044
3195,5688683,4097.02,               ,4.44901101,0.643
3198,3747817,4103.01, Kepler-1552 b ,184.7724747,2.988
3199,3747817,4103.02,               ,14.23679917,1.413
3209,7256914,4136.01,               ,2.4175019,1.397
3210,7256914,4136.02,               ,4.03352907,1.503
3214,10000941,4146.01, Kepler-1558 b ,3.50471169,0.694
3215,10000941,4146.02,               ,2.57382045,0.496
3216,10875007,4149.01,               ,9.54710339,1.995
3217,10875007,4149.02,               ,14.70861407,1.901
3232,9828127,4192.01, Kepler-1564 b ,18.05417628,1.59
3233,9828127,4192.02,               ,32.02797724,1.185
3242,1724719,4212.01, Kepler-1569 b ,5.79176656,1.381
3243,1724719,4212.02,               ,10.09900222,1.278
3254,5177859,4246.01, Kepler-1576 b ,6.98474826,0.881
3255,5177859,4246.02,               ,8.75630846,0.834
3256,5177859,4246.03,               ,5.558328,0.674
3269,8890924,4269.01,               ,26.65644467,3.826
3270,8890924,4269.02,               ,4.44083084,1.742
3274,11081504,4287.01,               ,13.12300309,0.644
3275,11081504,4287.02,               ,9.61822502,0.477
3276,4548011,4288.01, Kepler-1581 b ,6.28385406,0.83
3277,4548011,4288.02,               ,9.08742267,0.829
3278,4548011,4288.04,               ,13.95134254,0.828
3285,8773015,4301.01, Kepler-1586 b ,15.60477693,0.996
3286,8773015,4301.02,               ,6.31912066,0.691
3322,6937529,4382.01, Kepler-1597 b ,2.9464558,1.045
3323,6937529,4382.02,               ,3.98157196,0.969
3324,9883606,4383.01, Kepler-1598 b ,4.34191602,0.801
3325,9883606,4383.02,               ,2.58396862,0.663
3327,3645438,4385.01, Kepler-1600 c ,7.29810443,1.586
3328,3645438,4385.02, Kepler-1600 b ,386.3728943,2.976
3329,3645438,4385.03,               ,17.3702977,1.526
3348,9836563,4421.01,               ,4.72693561,0.697
3349,9836563,4421.02,               ,6.55935685,0.692
3356,8278685,4435.01,               ,10.86138201,1.499
3357,8278685,4435.02,               ,17.86921772,1.37
3376,6276791,4477.01,               ,5.30180411,1.524
3377,6276791,4477.02, Kepler-1958 b ,9.32859304,2.064
3389,9100953,4500.01, Kepler-1610 b ,8.70179277,1.254
3390,9100953,4500.02,               ,44.9847468,1.789
3391,9100953,4500.03,               ,14.75102769,1.405
3393,6520753,4504.01,               ,4.13032217,1.59
3394,6520753,4504.02,               ,8.1193947,1.674
3404,5003670,4524.01, Kepler-1962 b ,7.99141011,1.042
3405,5003670,4524.02,               ,4.52626961,0.888
3406,5003670,4524.03,               ,3.33932408,0.823
3407,3765917,4526.01,               ,30.5386946,2.425
3408,3765917,4526.02,               ,11.81970807,1.782
3412,5511659,4541.01,               ,8.52910804,1.481
3413,5511659,4541.02,               ,17.23602387,1.483
3425,8332521,4567.01,               ,14.74459462,1.24
3426,8332521,4567.02,               ,4.67254109,1.593
3430,10610039,4577.01,               ,105.9975574,2.186
3431,10610039,4577.02,               ,3.0736889,1.005
3451,11284772,4622.01, Kepler-441 b  ,207.2488504,1.5
3452,11284772,4622.02,               ,4.50158393,0.701
3464,9947653,4647.01,               ,37.90506997,2.498
3465,9947653,4647.02,               ,12.00853198,2.179
3471,6527078,4657.01,               ,7.57606329,0.636
3472,6527078,4657.02,               ,10.43154013,0.702
3489,9413156,4700.01,               ,3.83482795,1.347
3490,9413156,4700.02,               ,66.47774216,2.028
3522,8397947,4772.01,               ,3.38085113,1.807
3523,8397947,4772.02, Kepler-1705 b ,9.01805462,1.606
3524,8397947,4772.04,               ,5.14993121,1.528
3525,7906892,4773.01,               ,8.84935359,1.387
3526,7906892,4773.02,               ,11.14432601,1.376
3532,8973285,4782.01,               ,7.42125901,1.892
3533,8973285,4782.02,               ,4.29245971,1.868
3558,8216763,4838.01,               ,13.29764143,0.902
3559,8216763,4838.02,               ,6.33332367,0.744
3563,8320630,4846.01,               ,19.25472698,1.372
3564,8320630,4846.02,               ,32.52749653,1.48
3577,6767227,4871.01,               ,4.08197816,0.733
3578,6767227,4871.02,               ,5.52239578,0.776
3590,11135694,4896.01,               ,19.59440798,1.67
3591,11135694,4896.02,               ,49.53527085,2.187
3599,5769810,4913.01,               ,6.78781294,1.193
3600,5769810,4913.02,               ,8.97388491,1.452
3619,3758499,5007.01,               ,14.51690167,1.618
3620,3758499,5007.02,               ,80.88225039,2.086
3736,8105398,5475.01, Kepler-1632 b ,224.1510965,2.802
3737,8105398,5475.02,               ,5.68328133,1.005
3850,11176166,5875.01, Kepler-1639 b ,9.87867208,2.29
3851,11176166,5875.02,               ,4.27436522,1.742
3883,2019477,6093.01,               ,20.57191782,3.982
3884,2019477,6093.02,               ,27.2487056,4.961
3885,3634051,6103.01,               ,453.5416919,3.577
3886,3634051,6103.02,               ,122.8052443,2.078
3888,4742420,6120.01,               ,90.09841737,1.605
3889,4742420,6120.02,               ,205.4320307,1.71
3892,5629353,6132.01,               ,33.32018333,7.261
3893,5629353,6132.02, Kepler-1640 b ,7.58456219,3.007
3894,5629353,6132.03,               ,11.86688351,2.284
3896,6221385,6145.01, Kepler-1641 b ,19.67274719,2.851
3897,6221385,6145.02, Kepler-1641 c ,32.65782278,2.785
3898,6221385,6145.03,               ,7.31364738,1.751
3901,7908367,6166.01, Kepler-1642 b ,12.20676271,2.877
3902,7908367,6166.02, Kepler-1642 c ,6.65116176,2.542
3904,8355178,6178.01,               ,13.03305027,1.455
3905,8355178,6178.02,               ,33.81577049,1.33
3907,8590149,6182.01,               ,19.24192829,1.188
3908,8590149,6182.02,               ,28.68382857,1.224
3911,9093086,6191.01,               ,9.70411828,1.229
3912,9093086,6191.02,               ,12.77124092,1.278
3914,9655711,6209.01,               ,12.71445144,2.08
3915,9655711,6209.02,               ,7.72968849,1.86
3921,2161949,6259.01,               ,4.78124431,1.08
3922,2161949,6259.02,               ,7.18857575,1.206
3941,3748855,6355.01,               ,4.37198346,0.881
3942,3748855,6355.02,               ,6.72885248,0.924
3955,5092799,6516.01,               ,11.29055259,2.856
3956,5092799,6516.02,               ,28.25225281,3.125
4046,8958939,7117.01,               ,8.29269835,1.322
4047,8958939,7117.02,               ,22.78644494,2.014
4097,10843431,7378.01,               ,8.73938537,2.334
4098,10843431,7378.02,               ,56.38901472,2.86
4153,4141593,7685.01,               ,64.74041555,3.01
4154,4141593,7685.02,               ,33.5026842,2.354
